sample_id,catalog_content,image_link,price
1019,Title: Logitech G502 HERO High Performance Gaming Mouse | Description: Gaming mouse with 25K DPI sensor and 11 programmable buttons | Brand: Brand_4,https://m.media-amazon.com/images/I/sample_19.jpg,3908.75
1020,"Title: Cadbury Dairy Milk Silk Chocolate Bar, 150g (Pack of 3) | Description: Delicious smooth chocolate pack of 3 bars 150g each | Brand: Brand_0",https://m.media-amazon.com/images/I/sample_20.jpg,459.37
1021,Title: Apple iPhone 15 Pro Max 256GB Natural Titanium | Description: Flagship smartphone with A17 Pro chip and luxury titanium design | Brand: Brand_1,https://m.media-amazon.com/images/I/sample_21.jpg,151060.0
1022,Title: Boat Rockerz 450 Bluetooth Wireless On Ear Headphones | Description: Wireless headphones with 40mm dynamic drivers and 15 hour battery | Brand: Brand_2,https://m.media-amazon.com/images/I/sample_22.jpg,1374.31
1023,"Title: Ariel Matic Front Load Detergent Powder, 4 kg Pack | Description: Stain removal washing powder 4 kg heavy duty bag | Brand: Brand_3",https://m.media-amazon.com/images/I/sample_23.jpg,1086.45
1024,Title: Wildcraft Genuine Leather Men Bifold Wallet | Description: Authentic premium leather wallet with 6 card slots | Brand: Brand_4,https://m.media-amazon.com/images/I/sample_24.jpg,894.85
1025,Title: Pampers Baby Dry Diapers Large Size (Pack of 64) | Description: Comfortable diapers set of 64 pcs count with wetness indicator | Brand: Brand_0,https://m.media-amazon.com/images/I/sample_25.jpg,1183.45
1026,"Title: Nescafe Classic Instant Coffee, 200g Jar | Description: Pure 100% coffee granules 200g glass container | Brand: Brand_1",https://m.media-amazon.com/images/I/sample_26.jpg,511.41
1027,Title: Samsung 55 Inch 4K Ultra HD Smart LED TV | Description: Crystal 4K processor ultra HD smart television with bluetooth | Brand: Brand_2,https://m.media-amazon.com/images/I/sample_27.jpg,45119.75
1028,"Title: Dettol Original Liquid Handwash Refill, 1.5 L | Description: Germ protection antibacterial refill pouch 1.5 litre | Brand: Brand_3",https://m.media-amazon.com/images/I/sample_28.jpg,220.75
1029,Title: Logitech G502 HERO High Performance Gaming Mouse | Description: Gaming mouse with 25K DPI sensor and 11 programmable buttons | Brand: Brand_4,https://m.media-amazon.com/images/I/sample_29.jpg,3797.04
1030,"Title: Cadbury Dairy Milk Silk Chocolate Bar, 150g (Pack of 3) | Description: Delicious smooth chocolate pack of 3 bars 150g each | Brand: Brand_0",https://m.media-amazon.com/images/I/sample_30.jpg,516.7
1031,Title: Apple iPhone 15 Pro Max 256GB Natural Titanium | Description: Flagship smartphone with A17 Pro chip and luxury titanium design | Brand: Brand_1,https://m.media-amazon.com/images/I/sample_31.jpg,133441.81
1032,Title: Boat Rockerz 450 Bluetooth Wireless On Ear Headphones | Description: Wireless headphones with 40mm dynamic drivers and 15 hour battery | Brand: Brand_2,https://m.media-amazon.com/images/I/sample_32.jpg,1136.69
1033,"Title: Ariel Matic Front Load Detergent Powder, 4 kg Pack | Description: Stain removal washing powder 4 kg heavy duty bag | Brand: Brand_3",https://m.media-amazon.com/images/I/sample_33.jpg,1030.18
1034,Title: Wildcraft Genuine Leather Men Bifold Wallet | Description: Authentic premium leather wallet with 6 card slots | Brand: Brand_4,https://m.media-amazon.com/images/I/sample_34.jpg,857.5
1035,Title: Pampers Baby Dry Diapers Large Size (Pack of 64) | Description: Comfortable diapers set of 64 pcs count with wetness indicator | Brand: Brand_0,https://m.media-amazon.com/images/I/sample_35.jpg,1181.74
1036,"Title: Nescafe Classic Instant Coffee, 200g Jar | Description: Pure 100% coffee granules 200g glass container | Brand: Brand_1",https://m.media-amazon.com/images/I/sample_36.jpg,624.84
1037,Title: Samsung 55 Inch 4K Ultra HD Smart LED TV | Description: Crystal 4K processor ultra HD smart television with bluetooth | Brand: Brand_2,https://m.media-amazon.com/images/I/sample_37.jpg,38531.88
1038,"Title: Dettol Original Liquid Handwash Refill, 1.5 L | Description: Germ protection antibacterial refill pouch 1.5 litre | Brand: Brand_3",https://m.media-amazon.com/images/I/sample_38.jpg,245.13
1039,Title: Logitech G502 HERO High Performance Gaming Mouse | Description: Gaming mouse with 25K DPI sensor and 11 programmable buttons | Brand: Brand_4,https://m.media-amazon.com/images/I/sample_39.jpg,3897.37
1040,"Title: Cadbury Dairy Milk Silk Chocolate Bar, 150g (Pack of 3) | Description: Delicious smooth chocolate pack of 3 bars 150g each | Brand: Brand_0",https://m.media-amazon.com/images/I/sample_40.jpg,514.17
1041,Title: Apple iPhone 15 Pro Max 256GB Natural Titanium | Description: Flagship smartphone with A17 Pro chip and luxury titanium design | Brand: Brand_1,https://m.media-amazon.com/images/I/sample_41.jpg,152369.98
1042,Title: Boat Rockerz 450 Bluetooth Wireless On Ear Headphones | Description: Wireless headphones with 40mm dynamic drivers and 15 hour battery | Brand: Brand_2,https://m.media-amazon.com/images/I/sample_42.jpg,1176.56
1043,"Title: Ariel Matic Front Load Detergent Powder, 4 kg Pack | Description: Stain removal washing powder 4 kg heavy duty bag | Brand: Brand_3",https://m.media-amazon.com/images/I/sample_43.jpg,995.77
1044,Title: Wildcraft Genuine Leather Men Bifold Wallet | Description: Authentic premium leather wallet with 6 card slots | Brand: Brand_4,https://m.media-amazon.com/images/I/sample_44.jpg,835.17
1045,Title: Pampers Baby Dry Diapers Large Size (Pack of 64) | Description: Comfortable diapers set of 64 pcs count with wetness indicator | Brand: Brand_0,https://m.media-amazon.com/images/I/sample_45.jpg,1127.17
1046,"Title: Nescafe Classic Instant Coffee, 200g Jar | Description: Pure 100% coffee granules 200g glass container | Brand: Brand_1",https://m.media-amazon.com/images/I/sample_46.jpg,511.81
1047,Title: Samsung 55 Inch 4K Ultra HD Smart LED TV | Description: Crystal 4K processor ultra HD smart television with bluetooth | Brand: Brand_2,https://m.media-amazon.com/images/I/sample_47.jpg,39981.99
1048,"Title: Dettol Original Liquid Handwash Refill, 1.5 L | Description: Germ protection antibacterial refill pouch 1.5 litre | Brand: Brand_3",https://m.media-amazon.com/images/I/sample_48.jpg,189.24
1049,Title: Logitech G502 HERO High Performance Gaming Mouse | Description: Gaming mouse with 25K DPI sensor and 11 programmable buttons | Brand: Brand_4,https://m.media-amazon.com/images/I/sample_49.jpg,3489.82
1050,"Title: Cadbury Dairy Milk Silk Chocolate Bar, 150g (Pack of 3) | Description: Delicious smooth chocolate pack of 3 bars 150g each | Brand: Brand_0",https://m.media-amazon.com/images/I/sample_50.jpg,439.83
1051,Title: Apple iPhone 15 Pro Max 256GB Natural Titanium | Description: Flagship smartphone with A17 Pro chip and luxury titanium design | Brand: Brand_1,https://m.media-amazon.com/images/I/sample_51.jpg,144286.1
1052,Title: Boat Rockerz 450 Bluetooth Wireless On Ear Headphones | Description: Wireless headphones with 40mm dynamic drivers and 15 hour battery | Brand: Brand_2,https://m.media-amazon.com/images/I/sample_52.jpg,1412.14
1053,"Title: Ariel Matic Front Load Detergent Powder, 4 kg Pack | Description: Stain removal washing powder 4 kg heavy duty bag | Brand: Brand_3",https://m.media-amazon.com/images/I/sample_53.jpg,896.72
1054,Title: Wildcraft Genuine Leather Men Bifold Wallet | Description: Authentic premium leather wallet with 6 card slots | Brand: Brand_4,https://m.media-amazon.com/images/I/sample_54.jpg,817.55
1055,Title: Pampers Baby Dry Diapers Large Size (Pack of 64) | Description: Comfortable diapers set of 64 pcs count with wetness indicator | Brand: Brand_0,https://m.media-amazon.com/images/I/sample_55.jpg,1100.87
1056,"Title: Nescafe Classic Instant Coffee, 200g Jar | Description: Pure 100% coffee granules 200g glass container | Brand: Brand_1",https://m.media-amazon.com/images/I/sample_56.jpg,594.92
1057,Title: Samsung 55 Inch 4K Ultra HD Smart LED TV | Description: Crystal 4K processor ultra HD smart television with bluetooth | Brand: Brand_2,https://m.media-amazon.com/images/I/sample_57.jpg,38828.16
1058,"Title: Dettol Original Liquid Handwash Refill, 1.5 L | Description: Germ protection antibacterial refill pouch 1.5 litre | Brand: Brand_3",https://m.media-amazon.com/images/I/sample_58.jpg,226.52
1059,Title: Logitech G502 HERO High Performance Gaming Mouse | Description: Gaming mouse with 25K DPI sensor and 11 programmable buttons | Brand: Brand_4,https://m.media-amazon.com/images/I/sample_59.jpg,3824.77
1060,"Title: Cadbury Dairy Milk Silk Chocolate Bar, 150g (Pack of 3) | Description: Delicious smooth chocolate pack of 3 bars 150g each | Brand: Brand_0",https://m.media-amazon.com/images/I/sample_60.jpg,417.12
1061,Title: Apple iPhone 15 Pro Max 256GB Natural Titanium | Description: Flagship smartphone with A17 Pro chip and luxury titanium design | Brand: Brand_1,https://m.media-amazon.com/images/I/sample_61.jpg,134049.86
1062,Title: Boat Rockerz 450 Bluetooth Wireless On Ear Headphones | Description: Wireless headphones with 40mm dynamic drivers and 15 hour battery | Brand: Brand_2,https://m.media-amazon.com/images/I/sample_62.jpg,1155.94
1063,"Title: Ariel Matic Front Load Detergent Powder, 4 kg Pack | Description: Stain removal washing powder 4 kg heavy duty bag | Brand: Brand_3",https://m.media-amazon.com/images/I/sample_63.jpg,927.04
1064,Title: Wildcraft Genuine Leather Men Bifold Wallet | Description: Authentic premium leather wallet with 6 card slots | Brand: Brand_4,https://m.media-amazon.com/images/I/sample_64.jpg,846.92
1065,Title: Pampers Baby Dry Diapers Large Size (Pack of 64) | Description: Comfortable diapers set of 64 pcs count with wetness indicator | Brand: Brand_0,https://m.media-amazon.com/images/I/sample_65.jpg,951.67
1066,"Title: Nescafe Classic Instant Coffee, 200g Jar | Description: Pure 100% coffee granules 200g glass container | Brand: Brand_1",https://m.media-amazon.com/images/I/sample_66.jpg,491.99
1067,Title: Samsung 55 Inch 4K Ultra HD Smart LED TV | Description: Crystal 4K processor ultra HD smart television with bluetooth | Brand: Brand_2,https://m.media-amazon.com/images/I/sample_67.jpg,48454.09
1068,"Title: Dettol Original Liquid Handwash Refill, 1.5 L | Description: Germ protection antibacterial refill pouch 1.5 litre | Brand: Brand_3",https://m.media-amazon.com/images/I/sample_68.jpg,222.35
1069,Title: Logitech G502 HERO High Performance Gaming Mouse | Description: Gaming mouse with 25K DPI sensor and 11 programmable buttons | Brand: Brand_4,https://m.media-amazon.com/images/I/sample_69.jpg,3771.45
1070,"Title: Cadbury Dairy Milk Silk Chocolate Bar, 150g (Pack of 3) | Description: Delicious smooth chocolate pack of 3 bars 150g each | Brand: Brand_0",https://m.media-amazon.com/images/I/sample_70.jpg,510.93
1071,Title: Apple iPhone 15 Pro Max 256GB Natural Titanium | Description: Flagship smartphone with A17 Pro chip and luxury titanium design | Brand: Brand_1,https://m.media-amazon.com/images/I/sample_71.jpg,152337.54
1072,Title: Boat Rockerz 450 Bluetooth Wireless On Ear Headphones | Description: Wireless headphones with 40mm dynamic drivers and 15 hour battery | Brand: Brand_2,https://m.media-amazon.com/images/I/sample_72.jpg,1295.14
1073,"Title: Ariel Matic Front Load Detergent Powder, 4 kg Pack | Description: Stain removal washing powder 4 kg heavy duty bag | Brand: Brand_3",https://m.media-amazon.com/images/I/sample_73.jpg,834.58
1074,Title: Wildcraft Genuine Leather Men Bifold Wallet | Description: Authentic premium leather wallet with 6 card slots | Brand: Brand_4,https://m.media-amazon.com/images/I/sample_74.jpg,769.73
1075,Title: Pampers Baby Dry Diapers Large Size (Pack of 64) | Description: Comfortable diapers set of 64 pcs count with wetness indicator | Brand: Brand_0,https://m.media-amazon.com/images/I/sample_75.jpg,1050.21
1076,"Title: Nescafe Classic Instant Coffee, 200g Jar | Description: Pure 100% coffee granules 200g glass container | Brand: Brand_1",https://m.media-amazon.com/images/I/sample_76.jpg,594.13
1077,Title: Samsung 55 Inch 4K Ultra HD Smart LED TV | Description: Crystal 4K processor ultra HD smart television with bluetooth | Brand: Brand_2,https://m.media-amazon.com/images/I/sample_77.jpg,43101.94
1078,"Title: Dettol Original Liquid Handwash Refill, 1.5 L | Description: Germ protection antibacterial refill pouch 1.5 litre | Brand: Brand_3",https://m.media-amazon.com/images/I/sample_78.jpg,205.94
1079,Title: Logitech G502 HERO High Performance Gaming Mouse | Description: Gaming mouse with 25K DPI sensor and 11 programmable buttons | Brand: Brand_4,https://m.media-amazon.com/images/I/sample_79.jpg,3771.43
1080,"Title: Cadbury Dairy Milk Silk Chocolate Bar, 150g (Pack of 3) | Description: Delicious smooth chocolate pack of 3 bars 150g each | Brand: Brand_0",https://m.media-amazon.com/images/I/sample_80.jpg,448.83
1081,Title: Apple iPhone 15 Pro Max 256GB Natural Titanium | Description: Flagship smartphone with A17 Pro chip and luxury titanium design | Brand: Brand_1,https://m.media-amazon.com/images/I/sample_81.jpg,124498.36
1082,Title: Boat Rockerz 450 Bluetooth Wireless On Ear Headphones | Description: Wireless headphones with 40mm dynamic drivers and 15 hour battery | Brand: Brand_2,https://m.media-amazon.com/images/I/sample_82.jpg,1476.81
1083,"Title: Ariel Matic Front Load Detergent Powder, 4 kg Pack | Description: Stain removal washing powder 4 kg heavy duty bag | Brand: Brand_3",https://m.media-amazon.com/images/I/sample_83.jpg,899.78
1084,Title: Wildcraft Genuine Leather Men Bifold Wallet | Description: Authentic premium leather wallet with 6 card slots | Brand: Brand_4,https://m.media-amazon.com/images/I/sample_84.jpg,905.51
1085,Title: Pampers Baby Dry Diapers Large Size (Pack of 64) | Description: Comfortable diapers set of 64 pcs count with wetness indicator | Brand: Brand_0,https://m.media-amazon.com/images/I/sample_85.jpg,1251.12
1086,"Title: Nescafe Classic Instant Coffee, 200g Jar | Description: Pure 100% coffee granules 200g glass container | Brand: Brand_1",https://m.media-amazon.com/images/I/sample_86.jpg,636.51
1087,Title: Samsung 55 Inch 4K Ultra HD Smart LED TV | Description: Crystal 4K processor ultra HD smart television with bluetooth | Brand: Brand_2,https://m.media-amazon.com/images/I/sample_87.jpg,46028.54
1088,"Title: Dettol Original Liquid Handwash Refill, 1.5 L | Description: Germ protection antibacterial refill pouch 1.5 litre | Brand: Brand_3",https://m.media-amazon.com/images/I/sample_88.jpg,221.81
1089,Title: Logitech G502 HERO High Performance Gaming Mouse | Description: Gaming mouse with 25K DPI sensor and 11 programmable buttons | Brand: Brand_4,https://m.media-amazon.com/images/I/sample_89.jpg,4257.86
1090,"Title: Cadbury Dairy Milk Silk Chocolate Bar, 150g (Pack of 3) | Description: Delicious smooth chocolate pack of 3 bars 150g each | Brand: Brand_0",https://m.media-amazon.com/images/I/sample_90.jpg,415.4
1091,Title: Apple iPhone 15 Pro Max 256GB Natural Titanium | Description: Flagship smartphone with A17 Pro chip and luxury titanium design | Brand: Brand_1,https://m.media-amazon.com/images/I/sample_91.jpg,137494.12
1092,Title: Boat Rockerz 450 Bluetooth Wireless On Ear Headphones | Description: Wireless headphones with 40mm dynamic drivers and 15 hour battery | Brand: Brand_2,https://m.media-amazon.com/images/I/sample_92.jpg,1337.58
1093,"Title: Ariel Matic Front Load Detergent Powder, 4 kg Pack | Description: Stain removal washing powder 4 kg heavy duty bag | Brand: Brand_3",https://m.media-amazon.com/images/I/sample_93.jpg,1043.37
1094,Title: Wildcraft Genuine Leather Men Bifold Wallet | Description: Authentic premium leather wallet with 6 card slots | Brand: Brand_4,https://m.media-amazon.com/images/I/sample_94.jpg,744.46
1095,Title: Pampers Baby Dry Diapers Large Size (Pack of 64) | Description: Comfortable diapers set of 64 pcs count with wetness indicator | Brand: Brand_0,https://m.media-amazon.com/images/I/sample_95.jpg,951.87
1096,"Title: Nescafe Classic Instant Coffee, 200g Jar | Description: Pure 100% coffee granules 200g glass container | Brand: Brand_1",https://m.media-amazon.com/images/I/sample_96.jpg,554.95
1097,Title: Samsung 55 Inch 4K Ultra HD Smart LED TV | Description: Crystal 4K processor ultra HD smart television with bluetooth | Brand: Brand_2,https://m.media-amazon.com/images/I/sample_97.jpg,41796.0
1098,"Title: Dettol Original Liquid Handwash Refill, 1.5 L | Description: Germ protection antibacterial refill pouch 1.5 litre | Brand: Brand_3",https://m.media-amazon.com/images/I/sample_98.jpg,237.24
1099,Title: Logitech G502 HERO High Performance Gaming Mouse | Description: Gaming mouse with 25K DPI sensor and 11 programmable buttons | Brand: Brand_4,https://m.media-amazon.com/images/I/sample_99.jpg,4015.02
1100,"Title: Cadbury Dairy Milk Silk Chocolate Bar, 150g (Pack of 3) | Description: Delicious smooth chocolate pack of 3 bars 150g each | Brand: Brand_0",https://m.media-amazon.com/images/I/sample_100.jpg,421.45
1101,Title: Apple iPhone 15 Pro Max 256GB Natural Titanium | Description: Flagship smartphone with A17 Pro chip and luxury titanium design | Brand: Brand_1,https://m.media-amazon.com/images/I/sample_101.jpg,151752.46
1102,Title: Boat Rockerz 450 Bluetooth Wireless On Ear Headphones | Description: Wireless headphones with 40mm dynamic drivers and 15 hour battery | Brand: Brand_2,https://m.media-amazon.com/images/I/sample_102.jpg,1369.09
1103,"Title: Ariel Matic Front Load Detergent Powder, 4 kg Pack | Description: Stain removal washing powder 4 kg heavy duty bag | Brand: Brand_3",https://m.media-amazon.com/images/I/sample_103.jpg,866.33
1104,Title: Wildcraft Genuine Leather Men Bifold Wallet | Description: Authentic premium leather wallet with 6 card slots | Brand: Brand_4,https://m.media-amazon.com/images/I/sample_104.jpg,847.73
1105,Title: Pampers Baby Dry Diapers Large Size (Pack of 64) | Description: Comfortable diapers set of 64 pcs count with wetness indicator | Brand: Brand_0,https://m.media-amazon.com/images/I/sample_105.jpg,1152.82
1106,"Title: Nescafe Classic Instant Coffee, 200g Jar | Description: Pure 100% coffee granules 200g glass container | Brand: Brand_1",https://m.media-amazon.com/images/I/sample_106.jpg,550.41
1107,Title: Samsung 55 Inch 4K Ultra HD Smart LED TV | Description: Crystal 4K processor ultra HD smart television with bluetooth | Brand: Brand_2,https://m.media-amazon.com/images/I/sample_107.jpg,41208.23
1108,"Title: Dettol Original Liquid Handwash Refill, 1.5 L | Description: Germ protection antibacterial refill pouch 1.5 litre | Brand: Brand_3",https://m.media-amazon.com/images/I/sample_108.jpg,211.5
1109,Title: Logitech G502 HERO High Performance Gaming Mouse | Description: Gaming mouse with 25K DPI sensor and 11 programmable buttons | Brand: Brand_4,https://m.media-amazon.com/images/I/sample_109.jpg,4545.59
1110,"Title: Cadbury Dairy Milk Silk Chocolate Bar, 150g (Pack of 3) | Description: Delicious smooth chocolate pack of 3 bars 150g each | Brand: Brand_0",https://m.media-amazon.com/images/I/sample_110.jpg,443.46
1111,Title: Apple iPhone 15 Pro Max 256GB Natural Titanium | Description: Flagship smartphone with A17 Pro chip and luxury titanium design | Brand: Brand_1,https://m.media-amazon.com/images/I/sample_111.jpg,124895.25
1112,Title: Boat Rockerz 450 Bluetooth Wireless On Ear Headphones | Description: Wireless headphones with 40mm dynamic drivers and 15 hour battery | Brand: Brand_2,https://m.media-amazon.com/images/I/sample_112.jpg,1419.44
1113,"Title: Ariel Matic Front Load Detergent Powder, 4 kg Pack | Description: Stain removal washing powder 4 kg heavy duty bag | Brand: Brand_3",https://m.media-amazon.com/images/I/sample_113.jpg,1062.09
1114,Title: Wildcraft Genuine Leather Men Bifold Wallet | Description: Authentic premium leather wallet with 6 card slots | Brand: Brand_4,https://m.media-amazon.com/images/I/sample_114.jpg,827.13
1115,Title: Pampers Baby Dry Diapers Large Size (Pack of 64) | Description: Comfortable diapers set of 64 pcs count with wetness indicator | Brand: Brand_0,https://m.media-amazon.com/images/I/sample_115.jpg,993.83
1116,"Title: Nescafe Classic Instant Coffee, 200g Jar | Description: Pure 100% coffee granules 200g glass container | Brand: Brand_1",https://m.media-amazon.com/images/I/sample_116.jpg,652.49
1117,Title: Samsung 55 Inch 4K Ultra HD Smart LED TV | Description: Crystal 4K processor ultra HD smart television with bluetooth | Brand: Brand_2,https://m.media-amazon.com/images/I/sample_117.jpg,40649.12
1118,"Title: Dettol Original Liquid Handwash Refill, 1.5 L | Description: Germ protection antibacterial refill pouch 1.5 litre | Brand: Brand_3",https://m.media-amazon.com/images/I/sample_118.jpg,200.16
1119,Title: Logitech G502 HERO High Performance Gaming Mouse | Description: Gaming mouse with 25K DPI sensor and 11 programmable buttons | Brand: Brand_4,https://m.media-amazon.com/images/I/sample_119.jpg,3568.28
